,company_name,max_wages,min_wages,place,place2,education,treatment,requirement
421,Web前端开发工程师,0.0,0.0,北京市海淀区中关村南四街4号 中国科学院计算机网络信息中心,北京,本科,"五险一金,定期体检,绩效奖金,弹性工作,专业培训,员工旅游",用工方式：劳务派遣岗位职责：1.根据需求文档或者产品PRD完成前端模块设计和开发；2.负责解决开发流程中的各种痛点，带领技术攻关；3.持续优化项目技术、保证代码质量和服务稳定、提升用户体验；任职要求：1.前端基础知识扎实，熟练掌握原生JavaScript（ES6）、HTML、CSS；2.熟悉并掌握至少一种或多种MVVM框架，如: Vue、React、Angular，ElementUI，Echarts，uni-app，iview，Vue优先；3.三年以上前端开发经验，熟悉HTTP协议及其调试手段；4.熟悉前端工程化和相关构建打包工具；5.具有良好的沟通能力、总结能力和独立解决问题的能力；6.热爱前端开发，工作积极主动；职能类别：Web前端开发关键字：前端开发web前端HTML5H5微信分享
422,Web前端开发工程师,0.0,0.0,紫雀路55号院9号楼,北京-海淀区,本科,"五险一金,定期体检,绩效奖金,餐饮补贴",1、与UI配合完成产品功能开发和优化；2、配合交互设计师及视觉设计师实现交互效果，配合后台工程师完成应用开发；3、负责前端基础架构、组件抽象。岗位要求：1、本科及以上学历，计算机、通信等相关专业；2、2年以上前端开发经验，熟练掌握JavaScript、CSS、HTML，及动画、协议、安全、网络、性能优化等前端技术，对主流前端框架（ React \ Vue \ Angular等）至少一种有深入应用并深入理解其设计原理，对MVVM模式有正确理解；3、对用户体验、交互操作流程、及用户需求有一定了解；4、具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力；5、具有良好的数据思维，有线上质量、安全、监控方面的工作经验；具有移动端开发经验，熟悉移动端开发技巧；6、具有负责完整的前端项目经验，熟悉php、node、java等至少一种后端技术；7、具有Android、iOS hybrid或Flutter开发经验者优先；8、具有SDK相关项目开发经验者优先；职能类别：软件工程师关键字：H5Javascript微信分享
423,WEB前端开发工程师,0.0,0.0,北京市海淀区西三环北路50号豪柏大厦C2,北京,本科,"五险一金,通讯补贴,年终奖金",岗位名称：WEB前端开发工程师岗位职责:熟练使用主流前端开发语言和技术框架，熟悉SQL语言；负责公司行业应用系统的前端功能开发，有大数据可视化产品开发经验优先；根据需求文档独立设计界面，并按计划完成开发任务；负责对已有系统代码的规范和优化；负责前端架构体系的规划、建设；负责解决前台页面兼容性、稳定性和性能问题。任职要求:本科以上学历，计算机相关专业毕业；两年以上前端开发经验；熟练应用HTML5、CSS、JavaScript、Ajax、bootstrap、react/vue等前端技术；精通JavaScript基础，熟练使用es6的新特性，有良好的编程习惯；精通vue、vue-router、vuex、axios等；熟悉模块化、工程化、自动化优先，掌握webpack等工具的配置和使用；了解常用的数据格式和如JSON XML和交互协议；有springboot、springcloud项目开发经验；高度责任感、工作态度严谨、抗压能力强、有较强的学习能力。职能类别：Web前端开发微信分享
424,Web前端开发工程师,0.0,0.0,安定路1号奥体中心体育场东看台4层,北京-朝阳区,本科,"五险一金,员工旅游,餐饮补贴,通讯补贴,出国机会,年终奖金,定期体检,专业培训",职位介绍：你将成为我们客户端产品开发团队开发成员，参与到视频平台的开发。客户端产品为公司的核心战略业务之一，承载着如何把百观的多元复杂的数据以高效的方式对接各种客户的需求。作为客户/服务端开发工程师，你将：负责视频平台功能开发，迭代和维护探索前沿的前后端技术积极面向团队进行技术分享和技术培训，带动团队技术氛围基本要求：本科及以上学历，计算机相关专业，拥有2年以上Web前端开发经验，在实际项目中使用React框架，有过React.JS开发经验或者React Native开发经验。熟练掌握HTML，CSS，JavaScript，TypeScript，React，Node.js。熟悉各种浏览器的兼容性调试技术具有扎实的数据结构和计算机网络基础。对Web性能优化、web安全等泛前端领域有所了解。有良好的英语读写能力加分项：参与过社区开源项目或有自己的开源项目、在Stackoverflow上有高质量的回答、有高质量的博客。关注行业发展，对新技术和开源社区始终充满学习的热情。职能类别：Web前端开发关键字：ReactReact.JSReactNative微信分享
425,中级web前端开发师,0.0,0.0,海淀区KPHZ国际技术转移中心,北京-海淀区,无,无,职位诱惑：专注专业 快速成长 成就价值 合伙平台职位描述：招聘职位：中/高级前端开发工程师 能力突出者，有机会成为公司合伙人，有机会分红。岗位优势：1、多个大型项目实操，提升个人能力； 3、团队年轻，氛围轻松愉快； 4、能力突出者，带项目，增加项目管理经验； 5、公司提供培训学习机会； 6、能力突出者，有机会成为公司合伙人，有机会分红； 7、节日福利岗位职责：1、根据实际需求搭建前端页面框架；2、与后台开发人员协作，无缝对接并搭建系统；3、根据视觉设计效果及规范，高质量还原页面及动效，确保***展现效果；4、学习并研究新技术和新特性，持续提升前端页面的性能和效果；5、带领公司项目，确保项目整体开发进度及质量。任职要求：1、计算机相关专业，有至少2-3年Web前端开发经验，学历本科及以上；2、熟悉HTML5、CSS3.0、JavaScript等Web前端技术；3、熟悉常用数据接口和格式，有数据交互项目经验者优先；4、对网站性能优化有研究并有相关实践经验，包括代码管理、图片压缩、代码压缩、减少HTTP请求等；5、熟悉jQuery、bootstrap等常用类库，熟练使用vue者优先；6、学习能力强、有良好的代码编写习惯。工作地址：北京-海淀区- KPHZ国际技术转移中心3层312-316室乘车线路：地铁8号线永泰庄站C口，下车后步行3分钟左右职能类别：Web前端开发关键字：web前端微信分享
426,Web前端开发工程师,0.0,0.0,凯晨世贸中心东座四层,北京-西城区,本科,"五险一金,绩效奖金,餐饮补贴,定期体检","web前端工程师（2人）岗位职责：1.根据业务需求文档完成前端研发工作；与后端研发人员配合，讨论交互方式，页面集成工作；完成现有系统的维护工作，完成相关的迭代优化工作；2.根据系统平台的业务需求，完成前端架构，并编制相关的前端规范等技术文档,网页标准化及优化研究；3.负责公司前端的测试计划和优化，编写设计文档和测试分析报告等文档，沉淀和积累前端的测试框架和发布规范及机制；4.负责前端系统性能优化工作，确立优化方向及可执行和量化的优化方案；5.能够很好地和设计、开发人员进行沟通、通过各项前端技术手段，提高用户体验并满足性能要求；任职要求：1.三年以上Web前端开发经验；2.HTML/CSS3/Javascript/JSP基础扎实，对原生Javascript有深刻理解；3.熟悉Vue、React、Angular、Bootstrap、Node.js等主流前端框架（熟悉VUE全家桶，阅读过VUE源码了解其机制者优先）；4.保证前端代码在不同浏览器下的兼容性，以及网页加载速度；对前端工程化和模块化有一定的了解5.了解不同浏览器之间的兼容性，熟悉H5；6.熟悉Photoshop等图形图像处理软件的使用；7.优秀的代码编写、调试、调优、诊断能力；能根据界面设计进行组件封装，提高复用性；持续改进已有产品的性能、兼容性。职能类别：Web前端开发关键字：webweb前端vueH5微信分享"
427,web前端开发工程师-RD04,0.0,0.0,北京市朝阳区酒仙桥宏源大厦3层,北京-朝阳区,本科,无,岗位职责：1. 负责游戏MOD平台项目界面的构建和各类前端交互实现；2. 负责部门前端组件库开发维护、性能优化工作；3. 与后端工程师协作，高效完成产品数据交互、动态展现；任职要求：1. 计算机或相关专业专科以上，3年+前端开发经验。2. 精通各种 Web 前端技术，对符合 Web 标准的网站重构有丰富经验。3. 掌握 JS 语言核心技术，对 JS 框架（jQuery/Zepto/Vue/React等）有实际使用经验。4. 对 CSS/JS 性能优化、解决多浏览器兼容性问题有一定的经验。5. 有基于 Node 的常见构建工具如 Grunt、Gulp、Webpack 的实际项目经验。6. 对用户体验、交互操作流程、及用户需求有一定了解。7. 具备良好的服务意识、责任心、较强的学习、沟通与协作能力。职能类别：Web前端开发微信分享
428,Web前端开发工程师,0.0,0.0,北京市朝阳区大家保险集团建国门外大街6号,北京-朝阳区,本科,"专业培训,年终奖金,定期体检,弹性1小时,五险一金",1、全日制统招本科及以上学历，计算机、电子及相关专业2、熟悉HTML5、CSS3、Java基础，熟练编写jQuery或者Bootstrap代码；3、熟悉常用的前端技术，如：Vue React AngularJS等；4、对Web及移动端浏览器兼容性问题有一定经验，了解响应式页面开发；5、代码遵从良好的开发规范和格式;熟悉后端开发语言者（如PHP，Java等）优先；6、清晰的思路，良好的表达能力和团队合作精神职能类别：Web前端开发关键字：web前端微信分享
429,Web前端开发工程师,0.0,0.0,经济开发区京东总部,北京-大兴区,大专,无,能力要求：1. 熟练掌握前端基础知识，包括但不限于HTML语义化、JS(含ES6)、CSS(含LESS、SASS)，Ajax等2. 对主流前端框架（Vue\React\Angular 等）有一定理解，至少对其中一种有深入应用3. 熟练掌握Webpack构建工具的使用和配置4. 具有良好的代码风格、编码习惯5. 热爱前端技术、关注国内外各大技术论坛，有技术博客者优先。职能类别：Web前端开发关键字：web前端前端开发HTML5微信分享
430,Web前端开发工程师 (职位编号：1),0.0,0.0,北清路68号用友产业园,北京-海淀区,本科,"五险一金,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,弹性工作,定期体检",技能要求：React Native岗位职责：中国联通商城3.0采购系统项目的前端规划、设计、开发以及调优任职要求：1. 2-3年前端开发工作经验，有大型网站的前端架构设计经验者优先；2. 精通Web前端技术，如HTML5、JavaScript、TypeScript、CSS3、Sass等；3. 能熟练运用React开发框架，并能深入理解其设计原理；4. 熟悉模块化、前端编译和构建工具，如Webpack等；5. 了解XSS、CSRF等前端安全相关知识，并有相应的处理经验；6. 对测量和提升前端性能有一定经验；7. 对持续集成/持续交付有相关经验者优先；8. 表达沟通良好，责任心强，学习能力优秀；职能类别：Web前端开发关键字：react微信分享
431,前端开发工程师,0.0,0.0,东升大厦B座706,北京-海淀区,本科,"五险一金,补充医疗保险,员工旅游,专业培训,年终奖金,弹性工作,定期体检","工作描述：0. 参与公司Web相关产品开发，偏向于3D方向；1. 编写适应多平台、可复用的界面组件，从产品功能，性能，体验上持续优化产品2. 与不同部门配合，参与产品的交互设计和规划岗位要求：0. 2年以上 WebGL 及其相关框架（threejs）开发实战经验1. 熟悉三维图形图像的理论基础，掌握三维计算相关的数学基础知识2. 熟悉 html, css 和 js / ts，包括模块化开发，单元测试，性能测试，代码压缩混淆等3. 熟悉RESTful规范加分项：0. 有个人维护的开源项目或给知名开源项目提交过patch（并被采纳）1. 熟悉 Vue2. 了解药物分子蛋白质结构，了解 3dmol.js/NGL Viewer等职能类别：Web前端开发关键字：可视化微信分享"
432,Java前端开发工程师,0.0,0.0,生物医药基地天荣大街19号,北京-大兴区,大专,"五险一金,餐饮补贴,绩效奖金,免费班车",1、负责现有平台客户端程序的开发; 2、负责搭建系统开发环境，完成系统框架和核心代码; 3、维护已有应用的正常运营，及时修复线上问题 4、根据开发过程中的体验对产品提出改进和优化建议; 任职要求： 1、计算机科学相关专业本科及以上学历；3年以上相关工作经验； 2、逻辑清晰，具有良好的自我学习和自我驱动能力，责任心强有创造力； 3、善于沟通，表达及协调能力强，有良好的团队意识； 4、能够熟练使用ReactVue框架进行Web端功能开发； 5、能够熟练使用ant design pro、Echarts组件库进行开发； 6、承担Web前端核心模块的设计、开发工作，对代码质量及进度负责； 7、维护及优化前端页面性能，优化交互体验； 8、解决主流浏览器的兼容性问题，页面制作符合seo规范；职能类别：Web前端开发关键字：web前端微信分享
433,前端开发工程师,0.0,0.0,化工路59号焦奥中心,北京-朝阳区,本科,"交通补贴,餐饮补贴,通讯补贴",工作内容：1、集团内启丰经销商、红牛商户、ACE风味大商城等小程序的前端开发；2、集团其他前端需求开发及调优；3、参与集团私域流量池的策划和少量运营管理；能力要求：1、VUE全家桶之外，熟悉多种前端原生技术栈；2、有独立部署微信小程序的能力；3、优秀的文档习惯和代码管理能力；4、对于前端开发的发展趋势有正确的认知；5、良好的前后端协同能力；个人：1、本科学历；2、在一个公司任职时间超2两年者优先；职能类别：Web前端开发关键字：开发产品开发微信分享
434,前端开发工程师,0.0,0.0,海青大厦A座8层,北京-海淀区,本科,"五险一金,专业培训,年终奖金,工作餐",岗位职责：1. 负责web端网页开发。2. 负责前端架构设计、技术选型。3. 负责配合产品经理、设计师、后端开发人员实现产品界面和性能需求。4. 负责参与需求沟通、交互设计、接口设计。5. 完成主管领导交办的其他工作。任职要求：1. 本科及以上学历，计算机软件或相关专业，3年以上相关行业工作经验。2. 熟悉面向API开发、调试技巧，深刻理解前后端协作开发模式。3. 对浏览器兼容性、代码可维护性、前端性能优化等有一定研究。4. 掌握HTML、JavaScript、CSS主流web前端技术。5. 掌握Vue框架及其技术栈，熟练使用Vant、ElementUI等UI框架。6. 具备一定的独立开发能力，能独立搭建项目完成功能开发。6. 具备良好的逻辑思维能力、分析能力、解决问题能力、团队合作能力。7. 精通echarts、地图、canvas、svg者优先。职能类别：Web前端开发微信分享
435,前端开发工程师,0.0,0.0,城兴街255号院1号楼中海大厦B座801-2室,北京-石景山区,大专,"五险一金,补充医疗保险,员工旅游,餐饮补贴,通讯补贴,绩效奖金,年终奖金,定期体检",1、参与多平台前端页面开发，包括WEB、H5、混合APP、微信小程序等，保持良好兼容性、适配性；2、配合后台开发人员实现产品功能，完成接口联调及UI测试；3、能使用node.js进行后端开发，熟悉sql基本语法；4、使用vue/ajax/xml/json等网络通信技术和数据交换格式；5、能够理解基础需求和UI设计并进行分析，优化代码提高WEB性能和用户体验。任职资格：1、本科及以上学历，3年及以上前端开发经验；2、熟练使用HTML/CSS/JavaScript/DIV+CSS等进行页面开发，掌握常用布局，能够有效解决和改善各种手机适配问题；3、精通各主流浏览器（Chrome、Safari、ie等）间的差异性，能快速定位和解决兼容问题；4、熟悉JavaScript、Ajax、JQuery等各种Web前端开发技术，具备一定的跨浏览器开发经验；5、熟悉Vue，react，axios等；6、熟悉微信小程序，能进行小程序快速开发（有经验者优先）；7、熟悉使用Node.js，熟悉Mysql数据库；8、具备良好的前端架构分析能力与设计能力，与他人保持良好协作沟通。职能类别：Web前端开发关键字：前端开发HTML5小程序javascriptcss3jQueryVueNode.js微信分享
436,网络平台建设,0.0,0.0,丰台区,北京-丰台区,本科,"五险一金,节日福利,定期体检",岗位职责表述：负责输变电互联网智慧化集成系统应用及APP平台、客户端软件开发；负责输变电大数据应用系统建设；负责输变电数字化、智能化、网络化设备管理，数据平台的运营、应用；根据公司信息化发展状况、起草制定硬件维护管理办法，确保公司网络及系统的安全运行。为企业业务目标的实现提供有力支持；负责公司服务器、计算机、打印机、网络系统、通信系统、视频监控系统等硬件设备的管理、维护与更新；负责知悉有效的数据被封与实施灾难恢复计划，维护公司信息数据安全；了解Windows server 2003，能对AD、DNS、DHCP等进行一些基本的操作与设置；了解网络设备配置，能对网络设备进行一些基本的配置及估值排斥；及时参加公司的各类会议、培训等管理活动，严格遵守公司的各项管理制度；及时完成上级领导交给的其他工作任务。任职要求：1.本科及以上学历，计算机、信息管理相关专业。2.3年以上网络、系统、硬件和信息安全相关工作经验。3.具有协调和独立工作能力，具备较强的沟通能力和团队协作能力。4.税后薪资职能类别：Web前端开发关键字：软件开发网络设备管理平台运营网站开发微信分享
437,JAVA/Web Sevice/BS软件工程师 (职位编号：C9),0.0,0.0,北京市海淀区杏石口路益园文创基地C区,北京-海淀区,大专,"五险一金,交通补贴,餐饮补贴,绩效奖金,年终奖金,专业培训",岗位职责：1、负责信息系统类软件模块的设计和开发；2、负责分布式软件模块的设计和开发；3、负责软件模块的实施与调试；技能要求：1、熟悉软件工程、信息系统开发过程；2、具有UML建模过程、快速原型法需求分析能力；3、掌握JAVA类系列开发工具之一；4、掌握Oracal、SqlLite等数据库管理工具；5、大专以上学历。职能类别：Web前端开发关键字：JAVA/WebSevice/BS微信分享
438,前端开发工程师,0.0,0.0,海淀区颐和园北宫门三岔路口33号光科技智慧园区商业中心东楼二层,北京-海淀区,本科,"弹性工作,餐补,项目提成,年终奖金,带薪探亲假,节日福利,高温补贴,交通补贴",1、负责前端页面设计、构建工作，并且和后端工程师紧密沟通协作；2、根据产品原型开发前端代码，实现产品的页面交互和数据逻辑展示；3、根据需求，分析并给出最优的页面前端结构解决方案；4、独立编写前端应用框架，能够解决市面各种问题；5、配合项目经理完成项目相关工作分解及计划等任务；6、协助配合其他岗位或其他部门完成与本部门有关的工作；7、协调处理职责范围内的各种外部关系；8、完成领导交办的其他工作。任职要求：1、3年以上前端开发工作经验；2、熟悉Html5/Div+Css3等前端领域新技术，熟悉W3C/ES5/ES6标准，对Web语义化有深刻理解；3、熟悉各主流浏览器（Ie10及以上、Firefox、Chrome、Safari）间的差异性，能快速定位、解决开发中遇到的浏览器兼容性问题；4、熟练掌握Ajax、Dom操作、Json、Async异步编程等前端相关技术；5、了解Jquery、Bootstrap、Freemarker、Yui、Dojo、Prototype、React、Vue、Angular等Js框架中的至少两种，有实际上线项目经验；6、熟悉Gulp/Browserify/Webpack/Echarts/高德地图接入，了解前端工程化及模块化，前后端分离开发；8、具备一定的架构能力，了解或者熟悉Linux，了解Java语言编程，了解Springboot / Springcloud做过微服务相关的可以加分；9、具有良好的分析问题和解决问题的能力；良好的沟通能力和团队协作能力；较强的学习能力、责任心、主动性和抗压能力；10、有知名开源项目者优先；有大型项目架构经验者优先；有node.js实战项目者优先。职能类别：Web前端开发关键字：Html5Css3前端开发AjaxDomJsonAsync微信分享
439,前端开发工程师,0.0,0.0,世界侨商中心10号楼,北京-通州区,本科,无,聘用条件：计算机相关专业本科及以上学历身体健康，有责任心有至少三年的HTML、CSS、Javascript的开发经验，具有一定的业务系统开发经验掌握Javascript语法，Dojo/JQuery等框架开发的经验；具有产品设计和研发的思路，能独立对功能和组件进行封装岗位说明：根据产品需求做软件设计理解需求并实现软件前端功能代码的单元测试根据需要书写设计/使用文档具备良好的团队协作精神，较强的学习能力职能类别：Web前端开发HTML5开发工程师微信分享
440,web前端工程师,0.0,0.0,北京市顺义区安泰大街空港融慧园6号楼4层,北京-顺义区,大专,"五险一金,专业培训,年终奖金,弹性工作","岗位职责：1、负责Web前端框架及具体页面的设计与功能实现；2、与Web后端开发人员配合，完成系统整体联调与前端维护；3、日常的bug修复，性能调优等工作；4、参与产品评审，能提出可行的技术方案；5、具备良好的团队沟通与协作能力，具有较强的学习能力，责任心强。任职要求：1、大专及以上学历，计算机相关专业；2、1-3年web前端开发工作经验，存储相关web项目开发经验者优先；3、计算机基础扎实，熟悉常用的数据结构，算法和设计模式；4、熟悉前后端分离开发模式，完成接口调试和数据渲染；5、熟悉h5,css3, js，掌握bootstrap,jquery,axios,vue等框架，熟悉页面架构和布局，处理各种浏览器兼容问题；6、掌握一定的美术设计审美及制作技能，会使用PhotoShop。职能类别：Web前端开发关键字：前端开发webweb前端微信分享"
441,web前端,0.0,0.0,北京市朝阳区三间房南里4号院2049文创园E18,北京-朝阳区,本科,"周末双休,带薪年假,五险一金,节日福利,餐饮补贴,绩效奖金","岗位职责1. 系统软件交互界面设计和开发；2. 前端框架及公共组件设计和开发3. 系统日常运行维护；4. 设计文档和其他交代任务。任职要求1. 计算机相关专业本科以上学历, 1年以上前端开发工作经验2. 精通HTML5、CSS3、ES6+等Web前端标准和技术3. 精通页面架构与布局，跨浏览器跨终端的适配和兼容4. 深入了解掌握JavaScript，包括类、继承、函数式等，熟练使用ajax完成数据交互5. 熟练掌握至少一种前端开发框架如React、Vue等，具备组件化、模块化开发经验6. 具有良好的设计理念和思维，有UI设计经验优先7. 工作积极主动，具有责任心热爱技术，能够自主学习独立解决问题职能类别：Web前端开发微信分享"
442,前端开发,0.0,0.0,百子湾地铁站附近,北京-朝阳区,大专,无,岗位职责：1、根据工作安排高效、高质地完成代码编写，确保符合规范的前端代码规范；2、负责公司现有项目和新项目的.前端修改调试和开发工作；3、与设计团队紧密配合，能够实现实现设计师的设计想法；4、与后端开发团队紧密配合，确保代码有效对接，优化网站前端性能；5、页面通过标准校验，兼容各主流浏览器。岗位要求：1、专科及以上学历，3-5年以上前端重构与脚本开发经验，计算机或相关专业者优先；2、精通XHTML/XML、CSS，熟悉页面架构和布局，对表现与数据分离、Web语义化等有深刻理解，对HTML5/CSS3等技术有一定了解，熟练使用less或sass进行前端开发、了解nodejs者优先；3、精通JavaScript、Ajax、DOM等前端技术，掌握面向对象编程思想，对js框架应用（如prototype/jQuery/YUI/Ext等）有一定的经验；4、对css/JavaScript性能优化、解决多浏览器兼容性问题有一定的经验；5、对用户体验、交互操作流程、及用户需求有深入理解；6、有强烈的上进心和求知欲，善于学习和运用新知识，善于沟通和逻辑表达，有强烈的团队意识和执行力；职能类别：Web前端开发微信分享
443,前端开发工程师,0.0,0.0,北京市朝阳区来广营容和路1号叶青大厦北园4层416室,北京-朝阳区,大专,无,1.根据产品设计需求，实现、维护及优化WEB前端页面和业务功能；2.基于HTML、DIV+CSS和Javascript进行页面设计，编写可重用的前端界面组件，积累公司前端组件库；3.负责公司移动端，pc端研发工作；4.现有产品前端界面持续改进及参与Web前沿技术研究和新技术调研；职位要求：1.3-5年以上相关工作经验；2.熟练html，css，JavaScript，DOM，有扎实的javascript基础（作用域，继承，闭包，面向对象设计等）；3.熟悉H5.CSS3等web开发技术；4.有丰富的html5移动端开发经验、熟悉交互设计；5.具有react或vue的实际项2个以上目经验以及小程序经验；6.有微信前端开发经验者优先；7.有良好的的团队合作能力，主动性强，执行能力强，具备良好的问题定位分析能力；职能类别：Web前端开发关键字：web前端微信分享
444,小程序前端工程师,0.0,0.0,万丰路306号3层,北京-丰台区,大专,无,- 负责公司小程序、H5开发；- 负责前端技术攻关；职位要求：1. 精通HTML5和CSS3，精通微信小程序开发。2. 精通JS、熟练使用es6开发，熟悉主流Javascript框架（React、Vue、AngularJS等）至少精通其一，熟悉Vue。3. 熟悉css预编译，less、scss、stylus，至少精通其一4. 熟练掌握盒模型、常用布局以及浏览器和移动设备兼容性；5. 熟悉前端自动化和工程化，熟练使用Git；6. 3年及以上web前端开发经验，有自己的作品或者团队作品，经历过两个以上中型项目的经验；职能类别：小程序开发工程师关键字：前端开发开发小程序开发软件开发web前端webandroidHTML5微信分享
445,前端开发工程师（AEC）,0.0,0.0,海淀区知春路56号中海实业大厦9层,北京-海淀区,本科,"五险一金,补充医疗保险,交通补贴,餐饮补贴,弹性工作,定期体检,员工旅游,年终奖金,节日福利,专业培训",岗位职责：1、依据产品需求完成高质量的跨终端产品的前端开发和维护；2、负责持续优化前端应用的性能和交互体验；3、负责前端工程化工具开发与整合，通用类库与框架的编写；4、追踪前端技术的发展，结合实际需求进行技术的改进与创新。任职要求：1、本科及以上学历，三年以上Web前端开发经验；2、熟练掌握HTML/CSS/Javascript/jQuery/ES6/React等前端技术和框架，熟练使用Node、Webpack、Git等开发工具；3、熟悉前端工程化，对前端交互、代码优化与性能优化有独立的理解；4、熟悉Javascript设计模式，了解MVC/MVP/MVVM等架构模式；5、了解版式文档、流式文档开发者优先；6、熟悉测试框架：karma/mocha/chai；7、熟悉canvas绘图及调优优先；8、熟悉异步编程、函数式编程、worker调优，熟悉webassembly开发者优先；9、参与过大型项目前端框架建设及有构建前端测试框架经验者优先；10、有带团队开发项目或模块功能经验者优先。职能类别：Web前端开发关键字：前端开发HTMLCSSJavaScriptES6ReactGITMVC开发微信分享
446,前端开发工程师,0.0,0.0,北京市海淀区昆明湖南路51号军民融合产业园c座,北京-海淀区,本科,"五险一金,通讯补贴,餐饮补贴,交通补贴,绩效奖金,年终奖金,定期体检,专业培训","岗位职责：1、负责大中型系统的前端技术的框架设计、实现；2、负责优化前端技术开发框架，持续提升前端开发的效率和质量；3、对系统规划的页面进行工作量评估及设计；4、核心功能模块的开发；任职资格：1、计算机相关专业本科及以上学历；2、3年及以上web前端开发经验；3、扎实的前端基础：HTML(5),CSS(3),ES5/ES6等；4、掌握web标准，对主流浏览器兼容性问题有一定研究；5、熟悉Vue、electron、Webpack、Node.js、ElementUI、Jqurey、Ajax、json、git/svn等，并有完整Vue前端开发项目经验和electron实际项目开发经验；6、对JavaScript模块化编程、面向对象编程具有深入的了解，有良好的编码习惯；7、有较强的抗压能力、沟通能力及敬业精神。工资：11K-20K年龄：30-40岁职能类别：Web前端开发微信分享"
447,3DGIS高级开发工程师,0.0,0.0,北京市海淀区中关村东路66号世纪科贸大厦C座2106室,北京,硕士,"五险一金,员工旅游,餐饮补贴,绩效奖金,年终奖金,定期体检",岗位职责：1、负责龙软GIS平台桌面系统中三维部分研发以及改进工作；2、负责研发过程中的规范制订和文档撰写的工作；3、组织并参与技术攻关，协助项目组解决技术难点；4、参与整个平台系统以及产品需求的设计、研发、升级；5、培训软件工程师的开发工作；6、参与公司新一代系统的分析与设计，能根据技术发展对技术架构不断调整升级；7、完成上级领导交办的其他任务。任职要求：1、全日制硕士及以上学历， GIS专业；2、具有至少3年以上3DGIS开发经验，熟悉Web前端（如WebGL）开发;3、掌握GIS平台中三维建设框架，熟悉3D编辑器尤佳;4、至少熟练使用一种WebGL开源框架（如Cesium、Three.js等）;5、具备跨平台软件开发经验，有国产CPU开发经验尤佳;6、熟悉OpenLayers、Leaflet等二维地图框架者优先;7、拥有良好的面向对象编程思想，具备面向对象分析和建模能力;8、具备良好的沟通表达能力以及团队合作精神，具有强烈的工作责任心。职能类别：高级软件工程师Web前端开发关键字：3DGISWeb前端WebGL三维建设框架OpenLayersLeaflet微信分享
448,前段开发人员,0.0,0.0,高渡美涂料,北京-海淀区,大专,"五险一金,员工旅游,餐饮补贴,通讯补贴,绩效奖金,年终奖金",java开发人员岗位要求：1、负责基于Java的应用软件设计、开发2、必须熟练使用jave开发工具，做过很多项目优先考虑：拿到客户需求能独立设计软件和数据库结构、界面、能独立开发、调试。任职条件：1、必须熟练使用Java进行Web开发，深刻理解Java架构，Web架构。2、能熟练使用JavaScript，能用JS独立开发前端展现框架，精通JSON消息，熟悉流行开源JS框架（如JQUERY），了解各类主流浏览器JS编程。3、有大型软件开发项目经验者优先；4、能独立完成网站页面的设计与制作，熟悉css和WebSocket者优先5、在整个软件开发过程中能撰写和更新各类技术文档。6、具有一定的管理软件的设计、开发、部署和维护经验。7、能够承受压力下的技术开发和维护工作，高效率的完成团队任务。8、专科以上学历，两年以上工作经验，非常良好的沟通能力职能类别：Web前端开发关键字：javajava开发java研发java开发人员java技术java工程师微信分享
449,前端开发工程师,0.0,0.0,中国乐势力音乐广场5层氪空间,北京-朝阳区,本科,"五险一金,补充医疗保险,通讯补贴,绩效奖金,年终奖金,弹性工作,定期体检",参与氪空间整个前端基础架构的搭建；为前后端技术协同改进、开发效率提升、技术选型提供解决方案；与组员一起快速成长，能够通过你的方式激励团队，不断提升架构能力，通过技术探索、设施建设等促进业务发展。岗位要求：1、本科或以上学历，计算机软件或相关专业，3-4年以上前端开发经验；2. 精通各种Web前端技术（HTML/CSS/Javascript等)，熟练跨浏览器、跨终端的开发；3. 有大型网站前端架构、前端性能、可访问性、可维护性等方面的实践经验；4. 至少熟练使用一门非前端脚本语言（如：NodeJS /Java/Python/PHP等），并有一定的项目经验；5. 技术视野广阔，有主导前端技术方案（视图层/接入层）设计的能力和经验；6. 个性乐观开朗，逻辑性强，善于和各种背景的人合作，有一定的项目管理、团队协同经验；职能类别：Web前端开发关键字：vue前端开发reactnode.js微信分享
450,移动端web开发,0.0,0.0,温泉镇白家疃尚品园1号楼三单元2层225室,北京-海淀区,招4人,"五险一金,年终奖金,绩效奖金,提供住宿",对应聘者现有技能和经验不做过高要求，我们开发团队有前微软、百度、腾讯的资深技术专家，您只要好学肯干，工作积极主动即可快速提升技术水平并融入团队。我们相信每一位不甘平庸人，都是前途不可限量的，未来都是人生赢家！岗位职责：1. 用JavaScript开发Vue公共组件，用于移动端Web页面2. 用JavaScript编写自动化测试脚本，对App用户界面进行自动化测试任职要求：1. 有JavaScript开发经验，开发经验不足一年安排实习岗位，有2年以上开发经验优先录用2. 熟悉HTML，CSS，移动端Web开发模式，开发经验不足一年安排实习岗位，有2年以上开发经验优先录用期望应聘的您有创业的激情，把自己视为创始团队的一员，和团队共同成长，一同实现财务自由工作地址北京 - 海淀区 - 温泉镇白家疃尚品园职能类别：Web前端开发关键字：web软件开发前端微信分享
